AltName02,ABV,ProductDesc01,Brand,ItemNumber,Type,,SubBrand,,AltName03,AltName04,AltName05,AltName06,AltName07,ItemSize,ItemSizeUom,CasePackQty,CasePackUom,Container,,,ProductDesc02,ProductBullet01,ProductBullet02,ProductBullet03,ProductBullet04,ProductBullet05,SurgeonGeneralWarning,ProductDisclaimerSparkling,HasProp65Ingredient,Prop65 text,ProductPlaceOfOrigin,CountryOfOrigin,SellingUnitWidth,SellingUnitDepth,SellingUnitHeight,DimensionUom,SellingUnitWeight,WeightUom,StorageTemperature,ExpirationType,ShelfLifeDays
"Paul Masson Grande Amber VS Brandy, 50 mL Plastic Bottle, 80 Proof",40,"Crafted with over 100 years of knowledge, aged in Oak barrels, Paul Masson VS is an award-winning favorite. This 80-proof brandy is aged in oak barrels for three years - one year longer than required of traditional brandies. The additional ageing of our product results in a greater overall brandy character and complexity than traditional brandies. Enjoy the smooth taste of Paul Masson Grande Amber VS Brandy, with a rich amber glow and slightly sweet taste profile featuring notes of caramel and vanilla. With a balanced body that is a perfect addition to countless cocktail recipes, ideal for a Mango Colada.",Paul Masson Grande Amber,80061106,Spirits,,VS,,"Paul Masson Grande Amber VS Brandy, 50 mL plastic bottle, 80 Proof",VS Brandy 50mL,"Paul Masson Grande Amber VS Brandy - 50mL Plastic Bottle, 80 Proof",VS Brandy,"VS Brandy, 80 Proof",50,mL,1,,Bottle,,,Paul Masson Grande Amber VS Brandy has a rich amber glow and slightly sweet taste profile featuring notes of caramel and vanilla. It has a balanced body that is a perfect addition to cocktail recipes.,Features notes of caramel and vanilla,A rich amber glow and slightly sweet taste profile,A perfect addition to cocktail recipes,Aged in oak barrels for three years,80-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,1.33,1.33,4.21,Inches,0.15,Pounds,Ambient: Room Temperature,Shelf Life,720
"SVEDKA Vodka, 50 mL Bottle, 80 Proof",40,"SVEDKA is an award-winning vodka with a pure, clear taste and crisp finish made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. This 80-proof vodka is smooth and easy to drink with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Ideal for a Cosmopolitan or Vodka Martini, SVEDKA Vodka has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,80065753,Spirits,,,,"SVEDKA Vodka, 50 mL bottle, 80 Proof",Vodka 50mL,"SVEDKA Vodka - 50mL Bottle, 80 Proof",Vodka,"Vodka, 80 Proof",50,mL,1,,Bottle,,,"SVEDKA is an award-winning vodka distilled five times to remove impurities. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails.","Pure, clear taste and crisp finish","Smooth and easy drinking with a subtle, rounded sweetness","Ideal for a Cosmopolitan, Vodka Martini, and countless cocktail recipes",Made from the finest spring water and Swedish winter wheat,80-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Sweden,Sweden,1.28,1.28,4.18,Inches,0.15,Pounds,Ambient: Room Temperature,Shelf Life,999
"Black Velvet Reserve Canadian Whisky, 1.75 L Plastic Bottle, 80 Proof",40,"Black Velvet Reserve was started in 1991 and has steadily grown in popularity due to its smooth taste from longer aging. Black Velvet Reserve Canadian Whisky's smooth quality is the result of blending the whisky ""at birth,"" meaning during maturation rather than later in the whisky-making process. Aged a minimum of eight years, this whisky features a nose of roasted nut, oak, chocolate, and pear, with slight spice, and peppery notes. Using crystal-clear Canadian water, plus the finest rye, grains, and corn, the whisky is painstakingly distilled and put up in premium oak barrels to gently mature. Ideal for any occasion, Black Velvet Whisky has a smooth texture that is an ideal addition to countless cocktail recipes. The Black Velvet Distilling Company is located near the foothills of the Rocky Mountains in Lethbridge, Alberta, Canada.",Black Velvet,118013,Spirits,,Reserve,,"Black Velvet Reserve Canadian Whisky, 1.75 L plastic bottle, 80 Proof",Reserve Canadian Whisky 1.75L,"Black Velvet Reserve Canadian Whisky - 1.75L Plastic Bottle, 80 Proof",Reserve Canadian Whisky,"Reserve Canadian Whisky, 80 Proof",1.75,L,1,,Bottle,,,"Aged a minimum of eight years, Black Velvet Reserve Canadian Whisky features a nose of roasted nut, oak, chocolate, and pear, with slight spice, and peppery notes. Ideal addition to cocktail recipes.","Features roasted nut, oak, chocolate, and pear, with spice and peppery notes",Smooth taste from longer aging,An ideal addition to countless cocktail recipes,Blended during maturation rather than later in the whisky-making process,"Distilled near the foothills of the Rocky Mountains in Lethbridge, Alberta, Canada","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,United States,4.66,4.33,12.27,Inches,4.15,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Black Velvet Canadian Whisky, 1.75 L Plastic Bottle, 80 Proof",40,"Introduced in 1951, Black Velvet Canadian Whisky is named for its signature, velvet-like texture. Black Velvet Canadian Whisky's smooth quality is the result of blending the whisky ""at birth,"" meaning during maturation rather than later in the whisky-making process. It is remarkably smooth with hints of caramel, vanilla, coconut, and rye spiciness. Using crystal-clear Canadian water, plus the finest rye, grains, and corn, the whisky is painstakingly distilled and put up in premium oak barrels to gently mature. Ideal for any occasion, Black Velvet Canadian Whisky has a smooth texture that is an ideal addition to countless cocktail recipes. The Black Velvet Distilling Company is located near the foothills of the Rocky Mountains in Lethbridge, Alberta, Canada.",Black Velvet,150052,Spirits,,,,"Black Velvet Canadian Whisky, 1.75 L plastic bottle, 80 Proof",Canadian Whisky 1.75L,"Black Velvet Canadian Whisky - 1.75L Plastic Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",1.75,L,1,,Bottle,,,"Black Velvet Canadian Whisky is named for its signature, velvet-like texture. It is remarkably smooth with hints of caramel, vanilla, coconut, and rye spiciness. Ideal addition to cocktail recipes.","Hints of caramel, vanilla, coconut, and rye",Signature velvet-like texture,An ideal addition to countless cocktail recipes,Blended during maturation rather than later in the whisky-making process,"Distilled near the foothills of the Rocky Mountains in Lethbridge, Alberta, Canada","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,Canada,4.4,4.4,12.29,Inches,4.12,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Black Velvet Canadian Whisky, 200 mL Plastic Bottle, 80 Proof",40,"Introduced in 1951, Black Velvet Canadian Whisky is named for its signature, velvet-like texture. Black Velvet Canadian Whisky's smooth quality is the result of blending the whisky ""at birth,"" meaning during maturation rather than later in the whisky-making process. It is remarkably smooth with hints of caramel, vanilla, coconut, and rye spiciness. Using crystal-clear Canadian water, plus the finest rye, grains, and corn, the whisky is painstakingly distilled and put up in premium oak barrels to gently mature. Ideal for any occasion, Black Velvet Canadian Whisky has a smooth texture that is an ideal addition to countless cocktail recipes. The Black Velvet Distilling Company is located near the foothills of the Rocky Mountains in Lethbridge, Alberta, Canada.",Black Velvet,150054,Spirits,,,,"Black Velvet Canadian Whisky, 200 mL plastic bottle, 80 Proof",Canadian Whisky 200mL,"Black Velvet Canadian Whisky - 200mL Plastic Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",200,mL,1,,Bottle,,,"Black Velvet Canadian Whisky is named for its signature, velvet-like texture. It is remarkably smooth with hints of caramel, vanilla, coconut, and rye spiciness. Ideal addition to cocktail recipes.","Hints of caramel, vanilla, coconut, and rye",Signature velvet-like texture,An ideal addition to countless cocktail recipes,Blended during maturation rather than later in the whisky-making process,"Distilled near the foothills of the Rocky Mountains in Lethbridge, Alberta, Canada","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,United States,2.79,1.27,6.64,Inches,0.5,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Black Velvet Canadian Whisky, 375 mL Plastic Bottle, 80 Proof",40,"Introduced in 1951, Black Velvet Canadian Whisky is named for its signature, velvet-like texture. Black Velvet Canadian Whisky's smooth quality is the result of blending the whisky ""at birth,"" meaning during maturation rather than later in the whisky-making process. It is remarkably smooth with hints of caramel, vanilla, coconut, and rye spiciness. Using crystal-clear Canadian water, plus the finest rye, grains, and corn, the whisky is painstakingly distilled and put up in premium oak barrels to gently mature. Ideal for any occasion, Black Velvet Canadian Whisky has a smooth texture that is an ideal addition to countless cocktail recipes. The Black Velvet Distilling Company is located near the foothills of the Rocky Mountains in Lethbridge, Alberta, Canada.",Black Velvet,150055,Spirits,,,,"Black Velvet Canadian Whisky, 375 mL plastic bottle, 80 Proof",Canadian Whisky 375mL,"Black Velvet Canadian Whisky - 375mL Plastic Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",375,mL,1,,Bottle,,,"Black Velvet Canadian Whisky is named for its signature, velvet-like texture. It is remarkably smooth with hints of caramel, vanilla, coconut, and rye spiciness. Ideal addition to cocktail recipes.","Features roasted nut, oak, chocolate, and pear, with spice and peppery notes",Smooth taste from longer aging,An ideal addition to countless cocktail recipes,Blended during maturation rather than later in the whisky-making process,"Distilled near the foothills of the Rocky Mountains in Lethbridge, Alberta, Canada","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,United States,3.29,1.5,7.8,Inches,0.92,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Black Velvet Canadian Whisky, 50 mL Plastic Bottle, 80 Proof",40,"Introduced in 1951, Black Velvet Canadian Whisky is named for its signature, velvet-like texture. Black Velvet Canadian Whisky's smooth quality is the result of blending the whisky ""at birth,"" meaning during maturation rather than later in the whisky-making process. It is remarkably smooth with hints of caramel, vanilla, coconut, and rye spiciness. Using crystal-clear Canadian water, plus the finest rye, grains, and corn, the whisky is painstakingly distilled and put up in premium oak barrels to gently mature. Ideal for any occasion, Black Velvet Canadian Whisky has a smooth texture that is an ideal addition to countless cocktail recipes. The Black Velvet Distilling Company is located near the foothills of the Rocky Mountains in Lethbridge, Alberta, Canada.",Black Velvet,150056,Spirits,,,,"Black Velvet Canadian Whisky, 50 mL plastic bottle, 80 Proof",Canadian Whisky 50mL,"Black Velvet Canadian Whisky - 50mL Plastic Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",50,mL,1,,Bottle,,,"Black Velvet Canadian Whisky is named for its signature, velvet-like texture. It is remarkably smooth with hints of caramel, vanilla, coconut, and rye spiciness. Ideal addition to cocktail recipes.","Hints of caramel, vanilla, coconut, and rye",Signature velvet-like texture,An ideal addition to countless cocktail recipes,Blended during maturation rather than later in the whisky-making process,"Distilled near the foothills of the Rocky Mountains in Lethbridge, Alberta, Canada","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,United States,1.28,1.28,4.18,Inches,0.14,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Black Velvet Canadian Whisky, 750 mL Bottle, 80 Proof",40,"Introduced in 1951, Black Velvet Canadian Whisky is named for its signature, velvet-like texture. Black Velvet Canadian Whisky's smooth quality is the result of blending the whisky ""at birth,"" meaning during maturation rather than later in the whisky-making process. It is remarkably smooth with hints of caramel, vanilla, coconut, and rye spiciness. Using crystal-clear Canadian water, plus the finest rye, grains, and corn, the whisky is painstakingly distilled and put up in premium oak barrels to gently mature. Ideal for any occasion, Black Velvet Canadian Whisky has a smooth texture that is an ideal addition to countless cocktail recipes. The Black Velvet Distilling Company is located near the foothills of the Rocky Mountains in Lethbridge, Alberta, Canada.",Black Velvet,150057,Spirits,,,,"Black Velvet Canadian Whisky, 750 mL bottle, 80 Proof",Canadian Whisky 750mL,"Black Velvet Canadian Whisky - 750mL Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",750,mL,1,,Bottle,,,"Black Velvet Canadian Whisky is named for its signature, velvet-like texture. It is remarkably smooth with hints of caramel, vanilla, coconut, and rye spiciness. Ideal addition to cocktail recipes.","Hints of caramel, vanilla, coconut, and rye",Signature velvet-like texture,An ideal addition to countless cocktail recipes,Blended during maturation rather than later in the whisky-making process,"Distilled near the foothills of the Rocky Mountains in Lethbridge, Alberta, Canada","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,Canada,3.25,3.25,10.94,Inches,2.74,Pounds,Ambient: Room Temperature,Shelf Life,9999
"SVEDKA Vodka, 750 mL Plastic Bottle, 80 Proof",40,"SVEDKA is an award-winning vodka with a pure, clear taste and crisp finish made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. This 80-proof vodka is smooth and easy to drink with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Ideal for a Cosmopolitan or Vodka Martini, SVEDKA Vodka has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,151008,Spirits,,,,"SVEDKA Vodka, 750 mL plastic bottle, 80 Proof",Vodka 750mL,"SVEDKA Vodka - 750mL Plastic Bottle, 80 Proof",Vodka,"Vodka, 80 Proof",750,mL,1,,Bottle,,,"SVEDKA is an award-winning vodka distilled five times to remove impurities. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails.","Pure, clear taste and crisp finish","Smooth and easy drinking with a subtle, rounded sweetness","Ideal for a Cosmopolitan, Vodka Martini, and countless cocktail recipes",Made from the finest spring water and Swedish winter wheat,80-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Sweden,Sweden,3.64,2.19,10.88,Inches,1.8199999999999998,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Paul Masson Grande Amber VSOP Brandy, 200 mL Bottle, 80 Proof",40,"Aged in oak barrels, Paul Masson VSOP is an award-winning favorite with a rich amber glow and slightly sweet taste profile featuring notes of caramel and vanilla. Grande Amber VSOP is a superior brandy exquisitely blended and aged for four years. This unique and premium blend creates the rich flavor, fine aroma, and extra smooth taste that you’d expect from only the finest brandy. Crafted with over 100 years of knowledge, from the oak-aging process to the care in selecting only the finest grapes, Grande Amber upholds the illustrious heritage of Paul Masson. The additional aging results in a greater overall brandy character and complexity than traditional brandies. It has a balanced body that is a perfect addition to countless cocktail recipes.",Paul Masson Grande Amber,151595,Spirits,,VSOP,,"Paul Masson Grande Amber VSOP Brandy, 200 mL bottle, 80 Proof",VSOP Brandy 200mL,"Paul Masson Grande Amber VSOP Brandy - 200mL Bottle, 80 Proof",VSOP Brandy,"VSOP Brandy, 80 Proof",200,mL,1,,Bottle,,,"Paul Masson Grande Amber VSOP Brandy is a superior brandy exquisitely blended and aged for four years. It has a rich flavor, fine aroma, and extra smooth taste. Perfect addition to cocktail recipes.","Features notes of caramel and vanilla, aged for four years",A rich amber glow and slightly sweet taste profile,A perfect addition to cocktail recipes,Oak-aging and only the finest grapes,Crafted with over 100 years of knowledge,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.13,1.43,6.28,Inches,0.98,Pounds,Ambient: Room Temperature,Shelf Life,720
"Paul Masson Grande Amber VSOP Brandy, 375 mL Bottle, 80 Proof",40,"Aged in oak barrels, Paul Masson VSOP is an award-winning favorite with a rich amber glow and slightly sweet taste profile featuring notes of caramel and vanilla. Grande Amber VSOP is a superior brandy exquisitely blended and aged for four years. This unique and premium blend creates the rich flavor, fine aroma, and extra smooth taste that you’d expect from only the finest brandy. Crafted with over 100 years of knowledge, from the oak-aging process to the care in selecting only the finest grapes, Grande Amber upholds the illustrious heritage of Paul Masson. The additional aging results in a greater overall brandy character and complexity than traditional brandies. It has a balanced body that is a perfect addition to countless cocktail recipes.",Paul Masson Grande Amber,151597,Spirits,,VSOP,,"Paul Masson Grande Amber VSOP Brandy, 375 mL bottle, 80 Proof",VSOP Brandy 375mL,"Paul Masson Grande Amber VSOP Brandy - 375mL Bottle, 80 Proof",VSOP Brandy,"VSOP Brandy, 80 Proof",375,mL,1,,Bottle,,,"Paul Masson Grande Amber VSOP is a superior brandy exquisitely blended and aged for four years. This unique and premium blend creates a rich flavor, fine aroma, and extra smooth taste.","Features notes of caramel and vanilla, aged for four years",A rich amber glow and slightly sweet taste profile,A perfect addition to cocktail recipes,Oak-aging and only the finest grapes,Crafted with over 100 years of knowledge,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,1.7,3.75,7.38,Inches,1.6800000000000002,Pounds,Ambient: Room Temperature,Shelf Life,720
"Paul Masson Grande Amber VSOP Brandy, 750 mL Bottle, 80 Proof",40,"Aged in oak barrels, Paul Masson VSOP is an award-winning favorite with a rich amber glow and slightly sweet taste profile featuring notes of caramel and vanilla. Grande Amber VSOP is a superior brandy exquisitely blended and aged for four years. This unique and premium blend creates the rich flavor, fine aroma, and extra smooth taste that you’d expect from only the finest brandy. Crafted with over 100 years of knowledge, from the oak-aging process to the care in selecting only the finest grapes, Grande Amber upholds the illustrious heritage of Paul Masson. The additional aging results in a greater overall brandy character and complexity than traditional brandies. It has a balanced body that is a perfect addition to countless cocktail recipes.",Paul Masson Grande Amber,151598,Spirits,,VSOP,,"Paul Masson Grande Amber VSOP Brandy, 750 mL bottle, 80 Proof",VSOP Brandy 750mL,"Paul Masson Grande Amber VSOP Brandy - 750mL Bottle, 80 Proof",VSOP Brandy,"VSOP Brandy, 80 Proof",750,mL,1,,Bottle,,,"Paul Masson Grande Amber VSOP Brandy is a superior brandy exquisitely blended and aged for four years. It has a rich flavor, fine aroma, and extra smooth taste. Perfect addition to cocktail recipes.","Features notes of caramel and vanilla, aged for four years",A rich amber glow and slightly sweet taste profile,A perfect addition to cocktail recipes,Oak-aging and only the finest grapes,Crafted with over 100 years of knowledge,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,5.06,3.31,8.61,Inches,2.93,Pounds,Ambient: Room Temperature,Shelf Life,720
"Paul Masson Grande Amber VSOP Brandy, 1.75 L Bottle, 80 Proof",40,"Aged in oak barrels, Paul Masson VSOP is an award-winning favorite with a rich amber glow and slightly sweet taste profile featuring notes of caramel and vanilla. Grande Amber VSOP is a superior brandy exquisitely blended and aged for four years. This unique and premium blend creates the rich flavor, fine aroma, and extra smooth taste that you’d expect from only the finest brandy. Crafted with over 100 years of knowledge, from the oak-aging process to the care in selecting only the finest grapes, Grande Amber upholds the illustrious heritage of Paul Masson. The additional aging results in a greater overall brandy character and complexity than traditional brandies. It has a balanced body that is a perfect addition to countless cocktail recipes.",Paul Masson Grande Amber,151599,Spirits,,VSOP,,"Paul Masson Grande Amber VSOP Brandy, 1.75 L bottle, 80 Proof",VSOP Brandy 1.75L,"Paul Masson Grande Amber VSOP Brandy - 1.75L Bottle, 80 Proof",VSOP Brandy,"VSOP Brandy, 80 Proof",1.75,L,1,,Bottle,,,"Paul Masson Grande Amber VSOP Brandy is a superior brandy exquisitely blended and aged for four years. It has a rich flavor, fine aroma, and extra smooth taste. Perfect addition to cocktail recipes.","Features notes of caramel and vanilla, aged for four years",A rich amber glow and slightly sweet taste profile,A perfect addition to cocktail recipes,Oak-aging and only the finest grapes,Crafted with over 100 years of knowledge,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,4.7,4.7,13.06,Inches,5.96,Pounds,Ambient: Room Temperature,Shelf Life,720
"SVEDKA Vodka, 1.75 L Bottle, 80 Proof",40,"SVEDKA is an award-winning vodka with a pure, clear taste and crisp finish made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. This 80-proof vodka is smooth and easy to drink with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Ideal for a Cosmopolitan or Vodka Martini, SVEDKA Vodka has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,156274,Spirits,,,,"SVEDKA Vodka, 1.75 L bottle, 80 Proof",Vodka 1.75L,"SVEDKA Vodka - 1.75L Bottle, 80 Proof",Vodka,"Vodka, 80 Proof",1.75,L,1,,Bottle,,,"SVEDKA is an award-winning vodka distilled five times to remove impurities. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails.","Pure, clear taste and crisp finish","Smooth and easy drinking with a subtle, rounded sweetness","Ideal for a Cosmopolitan, Vodka Martini, and countless cocktail recipes",Made from the finest spring water and Swedish winter wheat,80-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Sweden,Sweden,4.3,4.3,12.65,Inches,5.8,Pounds,Ambient: Room Temperature,Shelf Life,9999
"SVEDKA Vodka, 1 L Bottle, 80 Proof",40,"SVEDKA is an award-winning vodka with a pure, clear taste and crisp finish made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. This 80-proof vodka is smooth and easy to drink with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Ideal for a Cosmopolitan or Vodka Martini, SVEDKA Vodka has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,156276,Spirits,,,,"SVEDKA Vodka, 1 L bottle, 80 Proof",Vodka 1L,"SVEDKA Vodka - 1L Bottle, 80 Proof",Vodka,"Vodka, 80 Proof",1,L,1,,Bottle,,,"SVEDKA is an award-winning vodka distilled five times to remove impurities. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails.","Pure, clear taste and crisp finish","Smooth and easy drinking with a subtle, rounded sweetness","Ideal for a Cosmopolitan, Vodka Martini, and countless cocktail recipes",Made from the finest spring water and Swedish winter wheat,80-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Sweden,Sweden,3.42,3.42,11.73,Inches,3.67,Pounds,Ambient: Room Temperature,Shelf Life,9999
