name,ProductDesc01,ABV,Brand,ItemNumber,Type,,SubBrand,,AltName03,AltName04,AltName05,AltName06,AltName07,ItemSize,ItemSizeUom,CasePackQty,CasePackUom,Container,,,ProductDesc02,ProductBullet01,ProductBullet02,ProductBullet03,ProductBullet04,ProductBullet05,SurgeonGeneralWarning,ProductDisclaimerSparkling,HasProp65Ingredient,Prop65 text,ProductPlaceOfOrigin,CountryOfOrigin,SellingUnitWidth,SellingUnitDepth,SellingUnitHeight,DimensionUom,SellingUnitWeight,WeightUom,StorageTemperature,ExpirationType,ShelfLifeDays
"Tom Gore Vineyards Chardonnay, White Wine, 750 mL Bottle","For Tom Gore, farming isn’t a profession; it’s a way of life. His family helped develop the vineyards of Northern California appellation into a world-class winemaking region. Tom grows his grapes using meticulous farming techniques, and works closely with winemakers. Together, they taste the wines at various stages throughout their development and collaborate on the blending process. Fermented in 60% barrel and 40% stainless steel, our chardonnay is pale gold in color with intense aromas of Fiji apple with lightly tropical notes of citrus and juicy, ripe pear complemented by toasted oak and spice. The fruit follows through in the flavor with bright acidity balanced by a creamy texture and a long, full finish. Varietal: 98% chardonnay, 2% sauvignon blanc.",13.5,Tom Gore Vineyards,80028290,Wine,,,,"Tom Gore Vineyards Chardonnay, White Wine, 750 mL bottle",Chardonnay Wine 750mL,"Tom Gore Vineyards Chardonnay, White Wine - 750mL Bottle",Chardonnay White Wine,Chardonnay White Wine,750,mL,1,,Bottle,,,"Tom Gore Chardonnay has intense aromas of Fiji apple with notes of citrus, toasted oak and spice. This white wine has bright acidity balanced by a creamy texture and a long, full finish.",Intense aromas of Fiji apple with tropical notes of citrus,"Juicy, ripe pear complemented by toasted oak and spice",Fermented in 60% barrel and 40% stainless steel,Appellation: Northern California,"Varietal: 98% chardonnay, 2% sauvignon blanc","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.21,3.21,11.63,Inches,2.8,Pounds,Ambient: Room Temperature,Shelf Life,1095
"Tom Gore Vineyards Cabernet Sauvignon, Red Wine, 750 mL Bottle","For Tom Gore, farming isn’t a profession; it’s a way of life. His family helped develop the vineyards of Northern California appellation into a world-class winemaking region. Tom grows his grapes using meticulous farming techniques, and works closely with winemakers. Together, they taste the wines at various stages throughout their development and collaborate on the blending process. Aged 10 months in French oak barrels, our cabernet sauvignon is dark ruby red in color with aromas of blackberry and black currant with toasted notes of oak, brown spice, and mocha. This fruit-forward wine is full of dark fruit flavors and complemented by a rich mouthfeel and soft round tannins. Varietal: 79% cabernet sauvignon, 11% malbec, 5% merlot, 5% other reds.",13.5,Tom Gore Vineyards,80026447,Wine,,,,"Tom Gore Vineyards Cabernet Sauvignon, Red Wine, 750 mL bottle",Cabernet Sauvignon Wine 750mL,"Tom Gore Vineyards Cabernet Sauvignon, Red Wine - 750mL Bottle",Cabernet Sauvignon Red Wine,Cabernet Sauvignon Red Wine,750,mL,1,,Bottle,,,"Tom Gore Vineyards Cabernet Sauvignon is aged 10 months in French oak barrels with aromas of blackberry and black currant with toasted notes of oak, brown spice, and mocha.","Aromas of blackberry and black currant with oak, brown spice, mocha",Full of dark fruit flavors and complemented by a rich mouthfeel,Aged 10 months in French oak barrels,Appellation: Northern California,"Varietal: 79% cabernet sauvignon, 11% malbec, 5% merlot, 5% other reds","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.26,3.26,11.77,Inches,3.21,Pounds,Ambient: Room Temperature,Shelf Life,912
"Toasted Head Cabernet Sauvignon, Red Wine, 750 mL Bottle","Handcrafting wines since 1995, Toasted Head's estate vineyards in Yolo's Dunnigan Hills. A designated American Viticultural Area on the eastern side of California's North Coast appellation perched on rolling hillsides with well-drained gravelly loam soils. Named for the age-old practice of toasting barrel heads with fire, which is what helps to create the distinct toasted flavors in all our wines. This cabernet sauvignon opens with ripe plum and dark berry fruits on the nose accompanied by graham cracker toastiness from oak aging. Our medium-bodied cabernet showcases flavors of blackberry, cassis with hints of cloves and vanilla, finishing with soft, supple tannins. Varietal: 100% cabernet sauvignon.",13.5,Toasted Head,123687,Wine,,,,"Toasted Head Cabernet Sauvignon, Red Wine, 750 mL bottle",Cabernet Sauvignon Wine 750mL,"Toasted Head Cabernet Sauvignon, Red Wine - 750mL Bottle",Cabernet Sauvignon Red Wine,Cabernet Sauvignon Red Wine,750,mL,1,,Bottle,,,"Toasted Head Cabernet Sauvignon opens with ripe plum and dark berry fruits on the nose and graham cracker toastiness from oak aging. Our medium-bodied red wine finishes with soft, supple tannins.",Ripe plum and dark berry fruits accompanied by graham cracker toastiness,"Flavors of blackberry, cassis with hints of cloves and vanilla",Named for the age-old practice of toasting barrel heads with fire,Appellation: California North Coast,Varietal: 100% cabernet sauvignon,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.16,3.16,11.88,Inches,3.02,Pounds,Ambient: Room Temperature,Shelf Life,548
"Vendange Chardonnay, White Wine, 1.5 L Bottle","Established as one of America’s best-selling wines, Vendange offers a selection of well-balanced, approachable and high-quality varietal wines that are always fresh and ready to enjoy. Easily recognized by its elegant and distinctive triangle-shaped label, Vendange is the ideal wine for entertaining or enjoying with a meal at home. With its fruit-forward varietal characteristics, Vendange wines are perfect for everyday consumption. This chardonnay has an inviting aroma of freesia, along with green apple and added layers from oak. It is a full-flavored, balanced, delicious white wine with some apple and pear notes and a hint of toasted oak. Pairs well with barbecued shrimp, chicken focaccia sandwich, or grilled glazed salmon.",12.5,Vendange,149456,Wine,,,,"Vendange Chardonnay, White Wine, 1.5 L bottle",Chardonnay Wine 1.5L,"Vendange Chardonnay, White Wine - 1.5L Bottle",Chardonnay White Wine,Chardonnay White Wine,1.5,L,1,,Bottle,,,"Vendange Chardonnay white wine has an inviting aroma of freesia, along with green apple and added layers from oak. It is full-flavored, balanced making it an idea wine for entertaining.","Inviting aroma of freesia, with green apple and added layers from oak","Full-flavored, delicious wine with some pear notes",Ideal for entertaining or enjoying with a meal at home,Well-balanced and high-quality varietal wines at reasonable prices,Easily recognized by its elegant and distinctive triangle-shaped label,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Australia,Australia,4.0,4.0,13.0,Inches,5.03,Pounds,Ambient: Room Temperature,Shelf Life,500
"Vendange Cabernet Sauvignon, Red Wine, 1.5 L Bottle","Established as one of America’s best-selling wines, Vendange offers a selection of well-balanced, approachable and high-quality varietal wines that are always fresh and ready to enjoy. Easily recognized by its elegant and distinctive triangle-shaped label, Vendange is the ideal wine for entertaining or enjoying with a meal at home. With its fruit-forward varietal characteristics, Vendange wines are perfect for everyday consumption. Dark brick red in color, this cabernet sauvignon boasts rich aromas of black fruit and spice on the nose. Blackberry and black cherry flavors dominate with just a hint of green pepper. Rich and full-flavored, the finish on this red wine is bold with a touch of oak. Pairs well with a chocolate caramel walnut tart, grill or roasted beef tenderloin, or Moroccan spiced lamb sausage.",13.5,Vendange,80003867,Wine,,,,"Vendange Cabernet Sauvignon, Red Wine, 1.5 L bottle",Cabernet Sauvignon Wine 1.5L,"Vendange Cabernet Sauvignon, Red Wine - 1.5L Bottle",Cabernet Sauvignon Red Wine,Cabernet Sauvignon Red Wine,1.5,L,1,,Bottle,,,Vendange Cabernet Sauvignon red wine is rich and full-flavored with aromas of black fruit and spice on the nose. Blackberry and black cherry flavors dominate with just a hint of green pepper.,Boasts rich aromas of black fruit and spice on the nose,"Rich and full-flavored, the finish is bold with a touch of oak",Ideal for entertaining or enjoying with a meal at home,Well-balanced and high-quality varietal wines at reasonable prices,Easily recognized by its elegant and distinctive triangle-shaped label,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Spain,Spain,4.0,4.0,13.0,Inches,5.02,Pounds,Ambient: Room Temperature,Shelf Life,730
"Woodbridge by Robert Mondavi Chardonnay, White Wine, 4 pk 187 mL Plastic Bottles","As the central valley heats up, cool maritime breezes are drawn across Woodbridge's Lodi region winery creating a Mediterranean-like climate of warm days and cool nights ideal for growing premium grapes. By using state-of-the-art technology for winemaking, employing unique growing techniques, and cultivating relationships with the local growers, Woodbridge is able to help ensure high quality grapes that would produce excellent wines. Woodbridge by Robert Mondavi Chardonnay displays aromas of tropical fruit with a hint of cinnamon and maple, leading to a rich, toasty finish. This vibrant, medium-bodied white wine pairs well with appetizers, including grilled summer vegetables and fresh fruits. Fine wines for everyday enjoyment, since 1979.",13.5,Woodbridge by Robert Mondavi,80022460,Wine,,,,"Woodbridge by Robert Mondavi Chardonnay, White Wine, 4 pk 187 mL plastic bottles",Chardonnay Wine 4pk 187mL,"Woodbridge by Robert Mondavi Chardonnay, White Wine - 4pk / 187mL Plastic Bottles",Chardonnay White Wine,Chardonnay White Wine,187,mL,4,Pack,Bottles,,,,Aromas of tropical fruit with a hint of cinnamon and maple,"Vibrant, medium-bodied wine , with a rich, toasty finish","Pairs with appetizers, including grilled summer vegetables and fresh fruits",State-of-the-art technology and unique growing techniques,"Fine wines for everyday enjoyment, since 1979","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,4.06,4.06,6.3,Inches,2.11,Pounds,Ambient: Room Temperature,Shelf Life,548
"Woodbridge by Robert Mondavi Cabernet Sauvignon, Red Wine, 4 pk 187 mL Plastic Bottles","As the central valley heats up, cool maritime breezes are drawn across Woodbridge's Lodi region winery creating a Mediterranean-like climate of warm days and cool nights ideal for growing premium grapes. By using state-of-the-art technology for winemaking, employing unique growing techniques, and cultivating relationships with the local growers, Woodbridge is able to help ensure high quality grapes that would produce excellent wines. Woodbridge by Robert Mondavi Cabernet Sauvignon opens with aromas of cherries, berries, cedar, brown sugar, and toast. Flavors of berries, toasted marshmallow, chocolate, and graham cracker follow with a toasty caramel finish. This medium-bodied red wine pairs deliciously with grilled meats and tomato-based pasta dishes. Fine wines for everyday enjoyment, since 1979.",13.5,Woodbridge by Robert Mondavi,80022459,Wine,,,,"Woodbridge by Robert Mondavi Cabernet Sauvignon, Red Wine, 4 pk 187 mL plastic bottles",Cabernet Sauvignon Wine 4pk 187mL,"Woodbridge by Robert Mondavi Cabernet Sauvignon, Red Wine - 4pk / 187mL Plastic Bottles",Cabernet Sauvignon Red Wine,Cabernet Sauvignon Red Wine,187,mL,4,Pack,Bottles,,,,"Aromas of cherries, berries, cedar, brown sugar, and toast","Flavors of berries, toasted marshmallow, chocolate, graham cracker and toasty caramel finish",Medium-bodied wine pairs deliciously with grilled meats and tomato-based pasta dishes,State-of-the-art technology and unique growing techniques,"Fine wines for everyday enjoyment, since 1979","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,4.06,4.06,6.3,Inches,2.11,Pounds,Ambient: Room Temperature,Shelf Life,730
"Woodbridge by Robert Mondavi Pinot Grigio, White Wine, 750 mL Bottle","As the central valley heats up, cool maritime breezes are drawn across Woodbridge's Lodi region winery creating a Mediterranean-like climate of warm days and cool nights ideal for growing premium grapes. By using state-of-the-art technology for winemaking, employing unique growing techniques, and cultivating relationships with the local growers, Woodbridge is able to help ensure high quality grapes that would produce excellent wines. With aromas of nectarine and fresh peach, Woodbridge by Robert Mondavi Pinot Grigio is crisp and refreshing and a delightful addition to any warm and sunny afternoon and pairs well with seafood and other light dishes.This white wine is a well-rounded with a refreshing peach-citrus finish that pairs nicely with oysters, roast chicken or Brie. Serve slightly chilled. Fine wines for everyday enjoyment, since 1979.",12,Woodbridge by Robert Mondavi,95032,Wine,,,,"Woodbridge by Robert Mondavi Pinot Grigio, White Wine, 750 mL bottle",Pinot Grigio Wine 750mL,"Woodbridge by Robert Mondavi Pinot Grigio, White Wine - 750mL Bottle",Pinot Grigio White Wine,Pinot Grigio White Wine,750,mL,1,,Bottle,,,,Aromas of nectarine and fresh peach,"Light, crisp and well-rounded","Pairs nicely with oysters, roast chicken or Brie, serve slightly chilled",State-of-the-art technology and unique growing techniques,"Fine wines for everyday enjoyment, since 1979","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.0,3.0,11.47,Inches,2.64,Pounds,Ambient: Room Temperature,Shelf Life,548
"Wild Horse Cabernet Sauvignon, Red Wine, 750 mL Bottle","Situated at a midpoint in the Central Coast, the Templeton vineyard and winery location is ideal for sourcing fruit from vineyards north and south of the winery, along with its low-vigor soils, proven ground water table, and rural atmosphere. The varieties of soil composition and micro-climates that can be found within the expansive Central Coast appellation present the opportunity to cultivate the same varietal in a wide range of growing conditions. This Wild Horse cabernet sauvignon has aromas of dark fruit, blackberry, and cassis with light notes of blue fruit, vanilla, cola spice, and subtle tobacco notes. Flavors of sweet oak, vibrant red and dark fruit, light herbs, and bramble spice. Pairs well with grilled steak, blue cheeseburger with sautéed mushroom and a side of truffle fries. Varietal: 88% cabernet sauvignon, 10% petit verdot, 2% malbec.",13.5,Wild Horse,80002325,Wine,,,,"Wild Horse Cabernet Sauvignon, Red Wine, 750 mL bottle",Cabernet Sauvignon Wine 750mL,"Wild Horse Cabernet Sauvignon, Red Wine - 750mL Bottle",Cabernet Sauvignon Red Wine,Cabernet Sauvignon Red Wine,750,mL,1,,Bottle,,,,"Flavors of sweet oak, vibrant fruit, light herbs, and bramble spice","Aromas of blackberry, and cassis with notes of blue fruit, vanilla, and cola spice","Pairs well with grilled steak, blue cheeseburger with sauteed mushrooms and truffle fries",Appellation: Central Coast,"Varietal: 88% cabernet sauvignon, 10% petit verdot, 2% malbec","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.03,3.03,11.88,Inches,2.9,Pounds,Ambient: Room Temperature,Shelf Life,1095
"Wild Horse Merlot, Red Wine, 750 mL Bottle","Situated at a midpoint in the Central Coast, the Templeton vineyard and winery location is ideal for sourcing fruit from vineyards north and south of the winery, along with its low-vigor soils, proven ground water table, and rural atmosphere. The varieties of soil composition and micro-climates that can be found within the expansive Central Coast appellation present the opportunity to cultivate the same varietal in a wide range of growing conditions. This Wild Horse merlot has rich aromas of plum and raspberry with notes of blue fruit, clove, and cooking spice. Brings red and black fruit flavors to a full approachable tannins, balanced acidity, and a long finish. Pairs well with roasted fennel and pork tenderloin and grilled portabella mushrooms. Varietal: 90% merlot, 6% tempranillo, 4% petite verdot.",13.5,Wild Horse,80002329,Wine,,,,"Wild Horse Merlot, Red Wine, 750 mL bottle",Merlot Wine 750mL,"Wild Horse Merlot, Red Wine - 750mL Bottle",Merlot Red Wine,Merlot Red Wine,750,mL,1,,Bottle,,,,"Aromas of plum and raspberry; notes of blue fruit, clove, cooking spice","Red and black fruit flavors lead to full approachable tannins, balanced acidity",Pairs well with roasted fennel and pork tenderloin and grilled portabella mushrooms,Appellation: Central Coast,"Varietal: 90% merlot, 6% tempranillo, 4% petite verdot","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.03,3.03,11.88,Inches,2.9,Pounds,Ambient: Room Temperature,Shelf Life,1095
"Arbor Mist Sangria Zinfandel, Fruit Wine, 750 mL Bottle","Get the great taste of wine with a splash of fruit. Arbor Mist is a light varietal wine with the refreshing taste of natural fruit flavors. Succulent cherries and zesty citrus flavors are blended with a zinfandel wine to make this Arbor Mist twist on a traditional Spanish sangria. It is perfect for poolside, picnicking, or relaxing at home with friends and family. This fruity, ready-to-drink beverage contains 150 calories and 0 grams of fat per 8-ounce serving. Best served chilled.",6,Arbor Mist,901741,Wine,,,,"Arbor Mist Sangria Zinfandel, Fruit Wine, 750 mL bottle",Sangria Zinfandel Wine 750mL,"Arbor Mist Sangria Zinfandel, Fruit Wine - 750mL Bottle",Sangria Zinfandel Fruit Wine,Sangria Zinfandel Fruit Wine,750,mL,1,,Bottle,,,Arbor Mist Sangria Zinfandel blends cherries and citrus flavors with a zinfandel wine to make this a twist on a traditional Spanish sangria. Contains 150 calories and 0 grams of fat per 8-oz serving.,A light wine with the refreshing taste of natural fruit,Succulent cherries and zesty citrus are blended with zinfandel wine,"Perfect for poolside, picnicking, or relaxing at home with friends and family",150 calories and 0 grams of fat per 8-ounce serving,Best served chilled,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,United States,United States,3.14,3.14,11.88,Inches,2.86,Pounds,Ambient: Room Temperature,Shelf Life,270
"Arbor Mist Strawberry White Zinfandel, Fruit Wine, 750 mL Bottle","Get the great taste of wine with a splash of fruit. Arbor Mist is a light varietal wine with the refreshing taste of natural fruit flavors. Arbor Mist Strawberry White Zinfandel mixes field-ripened strawberries with a soft white zinfandel for a total berry experience. It is perfect for poolside, picnicking, or relaxing at home with friends and family. This fruity, ready-to-drink beverage contains 160 calories and 0 grams of fat per 8-ounce serving. Best served chilled.",6,Arbor Mist,900379,Wine,,,,"Arbor Mist Strawberry White Zinfandel, Fruit Wine, 750 mL bottle",Strawberry White Zinfandel Wine 750mL,"Arbor Mist Strawberry White Zinfandel, Fruit Wine - 750mL Bottle",Strawberry White Zinfandel Fruit Wine,Strawberry White Zinfandel Fruit Wine,750,mL,1,,Bottle,,,Arbor Mist Strawberry White Zinfandel mixes field-ripened strawberries with a soft white zinfandel for a total berry experience. Contains 160 calories and 0 grams of fat per 8-ounce serving.,A light wine with the refreshing taste of natural fruit,Field-ripened strawberries mixed with a soft white zinfandel,"Perfect for poolside, picnicking, or relaxing at home with friends and family",160 calories and 0 grams of fat per 8-ounce serving,Best served chilled,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,United States,United States,3.14,3.14,11.88,Inches,2.86,Pounds,Ambient: Room Temperature,Shelf Life,270
"Franciscan Cabernet Sauvignon, Red Wine, 750 mL Bottle","Founded in 1973, Franciscan has a long tradition of crafting wine with a highly meticulous approach. Franciscan's home estate is located in Oakville, right in the heart of the Napa Valley appellation. This 240-acre parcel of land features loamy, gravelly, well-draining soil which adds structure to the wines. At Franciscan Estate, the wine lots are kept separate from the vineyard until just before bottling. After picking by hand, every load of grapes is assigned its own tank. This cabernet sauvignon has aromas of lush berry fruit, hazelnut, and vanilla. This wine has notes of fruit, vanilla, clove, and tobacco, leading to a seamless, soft, and gentle finish. Varietal: 87% cabernet sauvignon, 9% merlot, 2% malbac, 2% petit verdot.",14.5,Franciscan,80073500,Wine,,,,"Franciscan Cabernet Sauvignon, Red Wine, 750 mL bottle",Cabernet Sauvignon Wine 750mL,"Franciscan Cabernet Sauvignon, Red Wine - 750mL Bottle",Cabernet Sauvignon Red Wine,Cabernet Sauvignon Red Wine,750,mL,1,,Bottle,,,"Franciscan Cabernet Sauvignon has aromas of lush berry fruit, hazelnut, and vanilla. This red wine has notes of fruit, vanilla, clove, and tobacco, leading to a seamless, soft, and gentle finish.","Aromas of lush berry fruit, hazelnut, and vanilla","Notes of fruit, vanilla, clove, and tobacco lead to a soft and gentle finish",Every load of grapes is assigned its own tank,Napa Valley appellation,"Varietal: 87% cabernet sauvignon, 9% merlot, 2% malbac, 2% petit verdot","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.16,3.16,11.88,Inches,3.04,Pounds,Ambient: Room Temperature,Shelf Life,1460
"Hogue Chardonnay, White Wine, 750 mL Bottle","The majority of Washington’s wine grapes are planted east of the Cascade Range in the Columbia Valley appellation, which encompasses the Yakima Valley and Walla Walla appellations. The Columbia Valley covers 18,000 square miles and provides a huge range of geographical and climatic conditions for grape growing. Hogue Cellars wine is made with grapes that have intense fruit flavors and high natural acidity, which is why it is one of the most recognized names in Washington wines. This chardonnay reveals juicy apple and pear on the nose, with lemon meringue pie, creamy vanilla oak, and toast. A well-balanced palate follows with flavors of fresh apple pie, lemon curd, and cream. Pairs well with salmon-stuffed crab cakes, grilled lemon chicken, and fettuccini alfredo.",13.5,Hogue,80000740,Wine,,,,"Hogue Chardonnay, White Wine, 750 mL bottle",Chardonnay Wine 750mL,"Hogue Chardonnay, White Wine - 750mL Bottle",Chardonnay White Wine,Chardonnay White Wine,750,mL,1,,Bottle,,,"Hogue Chardonnay reveals juicy apple and pear on the nose, with lemon meringue pie, creamy vanilla oak, and toast. On the palate are flavors of fresh apple pie, lemon curd, and cream.","Juicy apple and pear notes with lemon meringue, vanilla oak, and toast","Well-balanced palate with flavors of fresh apple pie, lemon curd, and cream","Pair with salmon-stuffed crab cakes, grilled lemon chicken, and fettuccini alfredo",Made with grapes with intense fruit flavors and high natural acidity,One of the most recognized names in Washington wines,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Washington,United States,3.17,3.17,11.63,Inches,2.88,Pounds,Ambient: Room Temperature,Shelf Life,850
"Hogue Late Harvest Riesling, White Wine, 750 mL Bottle","The majority of Washington’s wine grapes are planted east of the Cascade Range in the Columbia Valley appellation, which encompasses the Yakima Valley and Walla Walla appellations. The Columbia Valley covers 18,000 square miles and provides a huge range of geographical and climatic conditions for grape growing. Hogue Cellars wine is made with grapes that have intense fruit flavors and high natural acidity, which is why it is one of the most recognized names in Washington wines. The 2015 Riesling reveals ripe aromas of apricot and peach preserves and zesty citrus. The wine is a crisp, clean style of late-harvest wine, with flavors of apricot nectar, citrus blossom, and refreshing tangerine. Pair this fruit-driven, food-friendly wine with bleu cheese, smoked gouda, almonds, hazelnuts, or a baked apple dessert.",11.5,Hogue,80000763,Wine,,,,"Hogue Late Harvest Riesling, White Wine, 750 mL bottle",Late Harvest Riesling Wine 750mL,"Hogue Late Harvest Riesling, White Wine - 750mL Bottle",Late Harvest Riesling White Wine,Late Harvest Riesling White Wine,750,mL,1,,Bottle,,,"Hogue Riesling reveals ripe aromas of apricot and peach preserves and zesty citrus. This white wine has a crisp, clean style of a late-harvest wine, with refreshing flavors.",Ripe aromas of apricot and peach preserves and zesty citrus,"Flavors of apricot nectar, citrus blossom, and refreshing tangerine","Pair with a cheese platter, a baked apple dessert, or almonds",Made with grapes with intense fruit flavors and high natural acidity,One of the most recognized names in Washington wines,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Washington,United States,3.01,3.01,13.11,Inches,3.13,Pounds,Ambient: Room Temperature,Shelf Life,850
